status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
3,15,3,6,1514,3,3,4,5,3,2,4,22,3,3,1,3,1,1,1,1
1,24,3,1,7393,2,3,1,5,1,4,3,43,3,3,1,2,2,1,1,1
2,24,4,1,1193,2,1,1,2,2,4,1,29,3,2,2,1,1,1,1,0
2,60,3,10,7297,2,5,4,5,2,4,1,36,3,2,1,3,1,1,1,0
1,30,1,4,2831,2,3,4,2,1,2,2,33,3,3,1,3,1,2,1,1
4,24,3,4,1258,4,3,3,2,1,3,2,57,3,3,1,2,1,1,1,1
3,6,3,4,753,2,3,2,2,3,3,4,64,3,3,1,3,1,1,1,1
3,18,0,10,2427,1,5,4,5,1,2,3,42,3,3,2,3,1,1,1,1
1,24,0,1,2538,2,5,4,5,1,4,2,47,3,3,2,2,2,1,1,0
3,15,4,1,1264,3,3,2,3,1,2,3,25,3,2,1,3,1,1,1,0
3,30,1,3,8386,2,4,2,5,1,2,3,49,3,3,1,3,1,1,1,0
1,48,3,10,4844,2,1,3,5,1,2,2,33,1,2,1,4,1,2,1,0
4,21,3,1,2923,3,3,1,2,1,1,2,28,1,3,1,4,1,2,1,1
2,36,3,2,8229,2,3,2,5,1,2,3,26,3,3,1,3,2,1,1,0
1,24,1,3,2028,2,4,2,5,1,2,3,30,3,3,2,2,1,1,1,1
2,15,1,3,1433,2,3,4,2,1,3,3,25,3,2,2,3,1,1,1,1
4,42,2,10,6289,2,2,2,1,1,1,3,33,3,3,2,3,1,1,1,1
1,13,3,4,1409,3,1,2,2,1,4,4,64,3,3,1,3,1,1,1,1
2,24,3,2,6579,2,1,4,5,1,2,1,29,3,1,1,4,1,2,1,1
3,24,1,4,1743,2,5,4,5,1,2,3,48,3,3,2,2,1,1,1,1
1,12,1,7,3565,1,2,2,5,1,1,3,37,3,3,2,2,2,1,1,1
1,15,4,4,1569,3,5,4,5,1,4,2,34,1,3,1,2,2,1,1,1
2,18,3,4,1936,1,4,2,3,1,4,2,23,3,2,2,2,1,1,1,1
2,36,3,3,3959,2,1,4,5,1,3,3,30,3,3,1,4,1,2,1,1
1,12,3,1,2390,1,5,4,5,1,3,2,50,3,3,1,3,1,2,1,1
1,12,3,3,1736,2,4,3,2,1,4,4,31,3,3,1,2,1,1,1,1
2,30,3,2,3857,2,3,4,1,1,4,3,40,3,3,1,4,1,2,1,1
1,12,3,4,804,2,5,4,5,1,4,2,38,3,3,1,3,1,1,1,1
2,45,3,4,1845,2,3,4,5,1,4,1,23,3,1,1,3,1,2,1,0
3,45,1,2,4576,3,1,3,5,1,4,2,27,3,3,1,3,1,1,1,1
